mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.10523732503255208,0.008850610447585935,0.0008956591288248698,0.0003034316662604811,0.01,3,4,5,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 0.8}",-9.676903439241809,-30.03171397596526,-45.76541243101576,-28.49134328207428,14.773279408406832,93
0.10999663670857747,0.013254236053347912,0.0006709893544514974,0.0003098086729405307,0.01,3,4,5,100,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100, 'subsample': 1.0}",-9.768165351831254,-29.739096395133682,-47.44586870655807,-28.984376817841007,15.391112884864429,129
0.17197632789611816,0.009134735208265908,0.0012020270029703777,0.0004094882109902126,0.01,3,4,5,200,0.6,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 0.6}",-10.336545631615719,-27.98309178024867,-55.66468944356498,-31.328108951809792,18.655687430695544,259
0.22370624542236328,0.013797441953990505,0.001392364501953125,0.0006338861206142915,0.01,3,4,5,200,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 0.8}",-10.174729245355458,-26.435734340679232,-54.413496661254996,-30.3413200824299,18.27032814171908,183
0.2377758820851644,0.009705344153179333,0.0006233851114908854,2.3045210922903272e-05,0.01,3,4,5,200,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200, 'subsample': 1.0}",-10.261194335922408,-24.550873950914813,-58.33504151654128,-31.049036601126165,20.156773618444426,230
0.04327694574991862,0.0041125289178235115,0.0005840460459391276,0.0002829458597446834,0.01,3,4,10,50,0.6,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50, 'subsample': 0.6}",-9.502360310428015,-33.45816964704335,-38.57253892206933,-27.177689626513565,12.671546685241635,66
0.059026638666788735,0.00581216129919079,0.0005642573038736979,0.00020634292031850598,0.01,3,4,10,50,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50, 'subsample': 0.8}",-9.716447266218127,-32.58293136895858,-37.216655915551875,-26.505344850242864,12.02131890597087,12
0.06106734275817871,0.0016335186383098033,0.00038353602091471356,8.913014968331068e-06,0.01,3,4,10,50,1.0,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50, 'subsample': 1.0}",-9.864765784624565,-32.42609785449853,-37.90639112030665,-26.732418253143248,12.135256580692444,35
0.08064715067545573,0.003181023976579641,0.0006560484568277994,0.0002821899401220971,0.01,3,4,10,100,0.6,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 0.6}",-9.659282925316568,-31.14317325967862,-47.20867083063949,-29.337042338544894,15.382581376225716,142
0.10805233319600423,0.004188854221039252,0.0004660288492838542,1.1239159602905075e-07,0.01,3,4,10,100,0.8,"{'learning_rate': 0.01, 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100, 'subsample': 0.8}",-9.676903439241809,-30.10692860811944,-45.76541243101576,-28.51641482612567,14.775935861626982,95
